Item name;Variations;Option set 1;Option 1;Option set 2;Option 2;Option set 3;Option 3;Option set 4;Option 4;Is variation visible? (Yes/No);Price;Cost price;Variable price? (Yes/No);Tax rate (%);On sale in Online Store?;Regular price (before sale);Set up different prices and VAT for takeaway;Takeaway price;Takeaway tax rate;Unit;Track inventory? (Yes/No);Quantity;Low stock threshold;SKU;Barcode;Modifiers;Description (Online Store and Invoices only);Category;Display item at Checkout? (Yes/No);Display colour in POS checkout;Image 1;Image 2;Image 3;Image 4;Image 5;Image 6;Image 7;Display item in Online Store? (Yes/No);SEO title (Online Store only);SEO description (Online Store only);Shipping weight [kg] (Online Store only);Display service in Bookings? (Yes/No);Duration [minutes] (Bookings only);Location [business/customer] (Bookings only);Item id (Do not change);Variant id (Do not change);
SKIN 1004 - Madagascar Centella Hyalu-Cica Brightening Toner ;;;;;;;;;;Yes;20.00;;No;20.00;No;20.00;No;;;each.each;Yes;3;2;;12346789480;;;SKIN 1004;Yes;;https://images.sumup.com/img_6XV7AZJSK88VTT4T2E5ZJ0NMQT;;;;;;;Yes;SKIN 1004 - Madagascar Centella Hyalu-Cica Brightening Toner ;;;No;45;business;1e9e4e9a-741c-4269-a954-5ef2164da358;555a34a1-bf75-4d39-a1b7-7efb111e91ac;
SKIN 1004 - Madagascar Centella Hyalu-Cica Sleeping Pack  - 100ml;;;;;;;;;;Yes;22.00;;No;20.00;No;22.00;No;;;each.each;Yes;1;2;;12346789508;;;SKIN 1004;Yes;Purple;https://images.sumup.com/img_3SFN2SQPZ694ETNP33GKDZ6HS6;;;;;;;Yes;;;;No;45;business;a21dcd26-b693-4ff9-ac75-48c2ab0f4eb1;5b64bc71-740d-4113-a04b-4a8e4f45fe65;
SKIN 1004 - Madagascar Centella Hyalu-Cica Water-Fit Sun Serum;;;;;;;;;;Yes;23.00;;No;20.00;No;;No;;;each.each;Yes;-2;0;;;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_00JFR4A2FB9NGT8AC69HQ66V40;;;;;;;Yes;;;;Yes;45;business;FE9F86C3-0101-4EBD-B811-0CFCBB5056FF;9BCB1916-BA04-4CD9-A216-82E9274A2A2E;
SKIN 1004 - Madagascar Centella Poremizing Clarifying Mask (masque tissus);;;;;;;;;;Yes;4.00;;No;20.00;No;2.50;No;;;each.each;Yes;0;2;;12346789496;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_3RG3D5PZQQ9FSRT6YFMX4C69PB;;;;;;;Yes;;;;No;45;business;66fa2d21-d90a-4546-a31d-be4e60f6ab48;18dbf15a-6293-406c-a9ff-b6791686b7b2;
SKIN 1004 - Madagascar Centella Poremizing Fresh Ampoule ;;;;;;;;;;Yes;25.60;;No;20.00;No;;No;;;each.each;Yes;5;0;;;;;SKIN 1004;Yes;Pink;https://images.sumup.com/img_6EE8FHPCE182QV9PCRPHESHT3J;;;;;;;Yes;Serum skin 1004 poremizing;;;Yes;45;business;5d73a81d-8b50-49a5-8c4e-2648fb858e56;6a19a285-8b1b-400b-bdcc-1033f47a86fb;
SKIN 1004 - Madagascar Centella Probio-Cica Essence Toner;;;;;;;;;;Yes;25.00;;No;20.00;;;No;;;each.each;Yes;0;1;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_77VY92BGA18BA9Q2NAEGVR4A4G;;;;;;;Yes;;;;Yes;45;business;768E9B27-A2A6-408E-831B-FB64B571DC3D;4A716896-00F5-4B69-B6E3-60955D973681;
SKIN 1004 - Madagascar Centella Tea-Trica Relaxing Mask (masque tissus) ;;;;;;;;;;Yes;4.00;;No;20.00;No;3.00;No;;;each.each;Yes;1;2;;;;<p>masque relaxant</p>;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_12XN02EHGZ9RE920XGGCXDG3KX;;;;;;;Yes;SKIN 1004 - Madagascar Centella Tea-Trica Relaxing Mask (masque tissus) ;;;No;45;business;518cb60b-b965-4e6d-b373-b76131166ac1;106e8a65-adea-4117-9fbe-1a718c335e16;
SKIN 1004 - Madagascar Centella Toning Toner ;;;;;;;;;;Yes;23.99;;No;20.00;No;23.99;No;;;each.each;Yes;3;2;;12346789482;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_4M48YNE2MC90R9PVBN65M1BPN1;;;;;;;Yes;;;;No;45;business;68182242-8ada-4f3a-8b57-2063ca5abc83;8e014e38-b290-458b-86b7-5c4d7e5bd032;
SKIN 1004 - Madagascar Centella Watergel Sheet Ampoule Mask (masque tissus);;;;;;;;;;Yes;3.00;;No;20.00;No;3.00;No;;;each.each;Yes;6;2;;12346789524;;<p>masque hydrogel intense pour un effet naturel</p>;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_15KKYF63PG9JNTS8FAK4V5PNW0;;;;;;;Yes;SKIN 1004 - Madagascar Centella Watergel Sheet Ampoule Mask (masque tissus);;;No;45;business;6b728c22-7359-4713-9cc2-5026bbc186f8;5bd75cfc-79ae-4900-98d0-fc3c50bc49c7;
SKIN 1004 - Poremizing Deep Cleansing Foam;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_7STKZN7WHQ900BK5FN9ZPY9P1V;;;;;;;Yes;;;;Yes;45;business;4D45E9DA-C6C7-4B3D-98AE-26894DFB2996;C4AB7634-E176-4D16-B212-9F0A96884F07;
SOME BY MI -  Truecica Aqua Calming Sunscreen SPF 50+;;;;;;;;;;Yes;23.00;;No;20.00;No;20.00;No;;;each.each;Yes;1;2;;12346789519;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_6H06VY1T1G8EXTT7XZZCYTM1XV;;;;;;;Yes;SOME BY MI -  Truecica Aqua Calming Sunscreen SPF 50+;;;No;45;business;e6eac39b-53bf-4b63-9453-58667a1c00f3;5382acea-37b5-4105-8ab8-61cd1b72465d;
SOME BY MI - AHA BHA PHA 30 Days Miracle Sérum ;;;;;;;;;;Yes;23.99;;No;20.00;No;23.99;No;;;each.each;Yes;0;2;;12346789486;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_25F197YMDW9C49R12H9CSGVH4P;;;;;;;Yes;SOME BY MI - AHA BHA PHA 30 Days Miracle Sérum ;;;No;45;business;ca1a2e8d-f4b3-4f30-9f8c-5f89acda6c3c;ad7c44c3-c275-4c0e-8ba9-10fbd3c34580;
SOME BY MI - AHA-BHA-PHA 30 Days Miracle Mousse claire contre l'acné - 100ml;;;;;;;;;;Yes;18.00;;No;20.00;No;16.00;No;;;each.each;Yes;8;2;;12346789548;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_3M7ZXCACXH965A4B3X0YH962F1;;;;;;;Yes;;;;No;45;business;badf4cc8-86ee-4c5a-bf5a-2943fd39fd1d;ea3c83b8-d7bc-4614-a323-f3d88b71f716;
SOME BY MI - AHA-BHA-PHA 30 Days Miracle Toner - 150ml;;;;;;;;;;Yes;24.50;;No;20.00;No;24.50;No;;;each.each;Yes;0;2;;12346789501;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_2FNVMM1A3X9VTTRD7PDT78RQ7S;;;;;;;Yes;;;;No;45;business;615cd1f2-e77e-475a-bbc9-3864667c37a8;3c5774ce-bb55-49a9-a21c-5f7d99f3bfdb;
SOME BY MI - Protecteur solaire pour les lèvres V10 Hyal SPF15 - 7 ml;;;;;;;;;;Yes;10.50;;No;20.00;;;No;;;each.each;Yes;3;0;;;;;SOME BY MI;Yes;;https://images.sumup.com/img_4VBWWH75XK8M4VWKZ17V96C59A;;;;;;;Yes;;;;Yes;45;business;CB2F2A26-110D-4F35-9A59-2E09852ECF39;88FE42C4-88D8-4B61-AC5F-B42F290835EF;
SOME BY MI - Rétinol Intense Advanced Crème Contour des Yeux Triple Action;;;;;;;;;;Yes;20.99;;No;20.00;No;21.00;No;;;each.each;Yes;4;2;;12346789489;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_5ZSN7DSTW19E38771AP0AYZSGA;;;;;;;Yes;SOME BY MI - Rétinol Intense Advanced Crème Contour des Yeux Triple Action;;;No;45;business;1acf3f27-c6aa-44ca-8969-e039bc97186f;60e84788-25bb-49b0-aea6-1826791c8463;
SOME BY MI - Rétinol Intense Reactivating Sérum;;;;;;;;;;Yes;24.00;;No;20.00;No;24.00;No;;;each.each;Yes;1;2;;12346789510;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_05VHEQNKCY9NYR2PQ61WSDVSM7;;;;;;;Yes;SOME BY MI - Rétinol Intense Reactivating Sérum;;;No;45;business;a9120b25-78b5-4c4b-9dcd-bdf1a5ba3869;c34de6a3-7897-465e-8d2c-dc3d2dc9f70c;
SOME BY MI - Spot Patches;;;;;;;;;;Yes;5.99;;No;20.00;;;No;;;each.each;Yes;1;0;;;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_196FVCQPMW85MV6PK5017S8F7F;;;;;;;No;;;;No;45;business;F15E77CA-F40D-4338-9946-CA90920284F0;9B7051AD-4357-475E-AD9E-91286F37F92A;
SOME BY MI - Toner pads;;;;;;;;;;Yes;32.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_7MPRC9H3P987NVKVNV0Y809T9E;;;;;;;Yes;;;;No;45;business;F3D9E0CA-5A2F-423F-8E48-DF3FC1D99FB2;344C0EAA-63AE-4D1A-9232-56AAB749ED29;
SOME BY MI - Yuja Niacin Anti-Blemish Serum 50mL;;;;;;;;;;Yes;23.00;;No;20.00;;;No;;;each.each;Yes;0;0;;;;;SOME BY MI;Yes;Dark green;https://images.sumup.com/img_1S1RPPM2RW8R4SMZG5JA2FFDQ8;;;;;;;Yes;;;;Yes;45;business;0796C0E1-231C-446D-A353-BA42E3824CD9;4E56FAD2-5FFF-4D2F-9AF1-BA0D5DD96B7D;
SOME BY MI - Yuja Niacine Brightening All-In-One Cleanser;;;;;;;;;;Yes;18.00;;No;20.00;No;16.00;No;;;each.each;Yes;3;2;;12346789517;;;SOME BY MI;Yes;Yellow;https://images.sumup.com/img_2XQM7YPSTS87BSMEAP45FMZQZK;;;;;;;Yes;SOME BY MI - Yuja Niacine Brightening All-In-One Cleanser;;;No;45;business;8d052738-8fd6-4fb8-9e60-be03510c2f20;47039fd6-98bd-4ed0-af6d-6dfe043a9913;
SOQU Rice Serum 50ml;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;2;2;;;;;SOQU;Yes;;;;;;;;;Yes;SOQU Rice Serum 50ml;;;Yes;45;business;e7332a20-47bd-4f3e-a5f3-5f3d4ae14e4c;783249a9-8685-4d72-a8b4-3e9bea5e4722;
Seoul 1988 eye;;;;;;;;;;Yes;27.60;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;SEOUL 1988;Yes;;https://images.sumup.com/img_3HN9E20Z4M8BR9TY3NJP262CN4;;;;;;;Yes;Seoul 1988 eye;;;Yes;45;business;2b1e256b-b7f0-499c-b38c-4ac1cf5eed2e;66216855-218d-4424-bd88-919ccbffb39b;
Seoul sun cream;;;;;;;;;;Yes;20.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SEOUL 1988;Yes;;https://images.sumup.com/img_70DJ43E5VJ94T8M5J50QSFYSNE;;;;;;;Yes;Seoul sun cream;;;Yes;45;business;fcda8a0c-ef9c-403b-826a-d63bb6527b24;0a778bd2-b296-4240-8c0d-aaddb688ea23;
Serum manyo whitening;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;Ma:nyo;Yes;;https://images.sumup.com/img_2QJ9VEQFVR8P3RV0DB2K30DV9Z;;;;;;;Yes;Serum manyo whitening;;;Yes;45;business;dc0e31a7-314f-4bc2-ae27-407d39fe1bea;41685057-cfbb-430b-95c1-3721efddcf63;
Shea moisture black soap ;;;;;;;;;;Yes;12.00;;No;20.00;No;;No;;;each.each;Yes;10;0;;;;;Shea moisture;Yes;Black;https://images.sumup.com/img_1CS8HYNG4X9DYTFEXGVTR6RJQH;;;;;;;Yes;Shea moisture black soap ;;;Yes;45;business;cc9b6eda-205b-4692-a908-6141d9a9615c;63bcb72a-0fca-4d05-896b-610963708deb;
Shea moisture black soap clariflying;;;;;;;;;;Yes;14.40;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Shea moisture;Yes;Black;https://images.sumup.com/img_05091KX9NM8DFBMKEDGB9WEX07;;;;;;;Yes;Shea moisture black soap clariflying;;;Yes;45;business;eb14a4bc-7cf3-4fbc-9f3d-92a23f75597f;9b69dbb4-0e3f-4f22-9d39-38f0270e8482;
Skin 1004 Hyalu-Cica Ampoule ;;;;;;;;;;Yes;21.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_51N8ZEW8KZ99RTJEQFVRCYPH0N;;;;;;;Yes;Skin 1004 Hyalu-Cica Ampoule ;;;Yes;45;business;0fb0c5eb-5477-4be3-9b1a-ef5791596a9d;57622ba4-faf6-410e-8b9a-bc02f4e9afec;
Skin 1004 Hyalu-Cica toner ;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_7E91YVD3GA862VAG2M9AYEVZJK;;;;;;;Yes;Skin 1004 Hyalu-Cica toner ;;;Yes;45;business;a57b5080-5b39-4cbf-9ee2-59ce7311c4b3;7be2a159-c540-4e23-9cb2-c65d631b2cd2;
Skin 1004 Probio-Cica toner ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_0ZQY7QKB848469KTCXJZH808BB;;;;;;;Yes;Skin 1004 Probio-Cica toner ;;;Yes;45;business;9de7bfe9-ac3e-4f5f-a8ea-84e3b0b54056;21e7b590-2e76-4b1e-b2a3-6fbb1e52d117;
Skin 1004 Tea-Trica Ampoule ;;;;;;;;;;Yes;19.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_487PJQCKB29PXTNRR06Q5K5PJF;;;;;;;Yes;Skin 1004 Tea-Trica Ampoule ;;;Yes;45;business;2abf114f-25be-4712-9937-d9a6490d2be7;60a3c19b-bab2-4d45-a13d-9d93bf93c8c6;
Skin 1004 Tea-Trica toner;;;;;;;;;;Yes;21.50;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_13DWR0221Y86P8JRCQHYK0W5Z2;;;;;;;Yes;Skin 1004 Tea-Trica toner;;;Yes;45;business;8fcb4e09-cd4b-43d6-a61f-7f7365edb21d;0664914c-f45b-47e0-a8d4-35da90409d13;
Skin 1004 cream Poremizing ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;SKIN 1004;Yes;Pink;https://images.sumup.com/img_09QNDD7VM097D884SANQAG6E67;;;;;;;Yes;Skin 1004 cream Poremizing ;;;Yes;45;business;a26d67b6-cbbf-4d9b-9217-dd0440979174;7515bbf2-a67e-4691-8e3a-51bdc64bc97c;
Skin 1004 cream soothing;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_3JV67ZNPYB9EHV7ESCXY6B9MMB;;;;;;;Yes;Skin 1004 cream soothing;;;Yes;45;business;a08413da-a47b-4ebb-8934-3ba4a4664b3d;d4ecfe2a-1ca0-4b01-85b6-88abedf93855;
Skin 1004 foam brightening ;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;Grey;https://images.sumup.com/img_29E8EM03NV84TVAS1ER052ZXYP;;;;;;;Yes;Skin 1004 foam brightening ;;;Yes;45;business;782e8999-5fdb-42d9-953d-4ba3426c3030;399ff7ef-2dba-46b0-bcad-d759960a5d9d;
Skin 1004 foam tea cica;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;SKIN 1004;Yes;Dark green;https://images.sumup.com/img_39GJK3VD8F9YGTKNH4K39R8Y1W;;;;;;;Yes;Skin 1004 foam tea cica;;;Yes;45;business;00538160-b1d1-4f13-85aa-3eefd7328991;1f535f1a-8065-457a-ab1e-d7cf90156040;
Skin 1004 mask pores;;;;;;;;;;Yes;21.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;Pink;https://images.sumup.com/img_1VYVGN5FSX8AG8WWH8Q3D64CJV;;;;;;;Yes;Skin 1004 mask pores;;;Yes;45;business;e936f1c0-36e0-4ac6-b7f7-407e44821894;4b0fef96-1c91-4ba0-9900-fc14c0ee4317;
Skin 1004 masque Hyalu-Cica ;;;;;;;;;;Yes;4.65;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_1C7D1H5WTE9E5922V4WBYWSJ2H;;;;;;;Yes;Skin 1004 masque Hyalu-Cica ;;;Yes;45;business;9a37f744-37ec-4fa0-bcb9-18c10cc96d0d;9ad24e69-0881-401b-92e5-f3863229669e;
Skin 1004 pads;;;;;;;;;;Yes;30.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_6HQHAM9PYH9FCVECQ50KQJVQ5V;;;;;;;Yes;Skin 1004 pads;;;Yes;45;business;05da06d6-7588-4199-a7a8-571d6c13ac41;47752d34-d5cd-4fb2-93b7-bc887e2cbcaf;
Skin 1004 spray hydratant;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;Dark blue;https://images.sumup.com/img_5RHZMSCNKH99NS9PV5CGTS9P1Y;;;;;;;Yes;Skin 1004 spray hydratant;;;Yes;45;business;e86c8963-a5a0-4185-99d9-85316800b6a6;baaa038f-cbb9-4c45-bbf7-9f738e829c42;
Skin 1004 tea-trica b5 cream ;;;;;;;;;;Yes;19.50;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_1J547VDEC187FA5TN947ZS4ZTQ;;;;;;;Yes;Skin 1004 tea-trica b5 cream ;;;Yes;45;business;7590fb16-20e7-48a5-9d4c-40b3ceeb4116;69c847c6-29e5-4c47-812e-7b26f185a1d5;
Skin 1004 toner brightening ;;;;;;;;;;Yes;21.50;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_66V2TG8XRE8H9VKNAGZPFBGCSV;;;;;;;Yes;Skin 1004 toner brightening ;;;Yes;45;business;4b57aef7-1f4b-468e-b03a-004ef27927de;61a801b7-8f99-4ff5-8d55-01b7a351e5ea;
Skin 1004 toner probio cica;;;;;;;;;;Yes;22.80;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;SKIN 1004;Yes;Orange;https://images.sumup.com/img_14Z26F42CH8X7A1CX3H7NB5HJ0;;;;;;;Yes;Skin 1004 toner probio cica;;;Yes;45;business;965d8dac-5ab0-4b94-a618-2697f0ce3c26;bac1f78e-e3ce-4d7b-815c-0852909f985f;
Skin1004 Probiocica bakuchiol eye cream;;;;;;;;;;Yes;21.95;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;SKIN 1004;Yes;Dark red;https://images.sumup.com/img_00X6F2WBG59H78Z3JBGXCY2J6T;;;;;;;Yes;Skin1004 Probiocica bakuchiol eye cream;;;Yes;45;business;99bd28f1-9898-44ce-ac05-07775a0e496b;530e211f-446b-4bc3-99d0-248a7516b3ee;
Skin1004 ampoule pad;;;;;;;;;;Yes;32.55;;No;20.00;No;;No;;;each.each;Yes;1;1;;;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_24CC2R4PBF9V194PXHR8FMVWHN;;;;;;;Yes;Skin1004 ampoule pad;;;Yes;45;business;3332a6a9-1583-4d32-ba14-97d3c58f9214;0ce058c8-ac2f-4159-8bea-5d1753bb970f;
Skin1004 cream Hyalu-Cica ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_3EP0VXG81E9PHSSDZAP9SDM1H0;;;;;;;Yes;Skin1004 cream Hyalu-Cica ;;;Yes;45;business;78490864-170c-4675-a869-7b3d2bcf6292;66486f3d-17af-48db-a1be-fb51bf519f8a;
Somebymi ;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;SOME BY MI;Yes;;https://images.sumup.com/img_5BZEN39NGX84JTNT2XNA5F3CNN;;;;;;;Yes;Somebymi ;;;Yes;45;business;64d842fb-25a7-4e4e-aed4-01e4c02df134;3a01b0bf-7687-4ea7-8bd5-b470fc607555;
Sun creen rice;;;;;;;;;;Yes;28.00;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;I'm from;Yes;Pink;https://images.sumup.com/img_5N5DCJGJEC8G4SRG1XQ0EWAM98;;;;;;;Yes;Sun creen rice;;;Yes;45;business;2b767e07-64df-41f8-8088-529315befdec;263731dd-fb13-4dc5-89ed-03dd3c6b9649;
Sungboon oil green tomato;;;;;;;;;;Yes;26.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Sungboon;Yes;Light green;https://images.sumup.com/img_75M46E14XK9R1T16A4GH8JMK23;;;;;;;Yes;Sungboon oil green tomato;;;Yes;45;business;162c7a4d-e922-4d02-87db-09c36709abd4;d0791084-ac9d-4144-ad80-e7df4bec5bdb;
TENZERO - Essential Lip Sleeping Pack - 15g;;;;;;;;;;Yes;4.20;;No;20.00;;;No;;;each.each;Yes;0;0;;;;;TENZERO;Yes;;https://images.sumup.com/img_1YXY9TYYK095JSVKF76ZZWV142;;;;;;;No;;;;No;45;business;E0972168-7088-443C-AC36-076825BA90AC;4158CD2E-5E32-4E40-A721-F0783CBF1F4E;
TIRTIR - Milk Skin Toner;;;;;;;;;;Yes;26.00;;No;20.00;No;26.00;No;;;each.each;Yes;4;2;;12346789535;;;TIRTIR;Yes;;https://images.sumup.com/img_6GNW980NHM8Q3RFM6K19PC76QX;;;;;;;Yes;TIRTIR - Milk Skin Toner;;;No;45;business;c4e0b512-1191-47c8-9dd4-85d75da2e1c8;116d9cf4-7fad-4440-aa24-51b3f086bc31;
TOCOBO - Cleansing Foam;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;11;0;;;;;Tocobo;Yes;Light blue;https://images.sumup.com/img_3B656C4CKB9R6VE2QFDWSHHYTG;;;;;;;Yes;TOCOBO - Cleansing Foam;;;No;45;business;bf390baf-d436-4dc6-a74c-8f75d60568d2;af52a619-9b55-41d5-ac2f-a1b9755f491c;
TOCOBO Multi Ceramide Cream;;;;;;;;;;Yes;21.50;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Tocobo;Yes;;https://images.sumup.com/img_7NWFV82A0S82W9Q1JK84NWM6RF;;;;;;;No;;;;No;45;business;056723d6-f362-4a97-9ded-1e1450911b0a;5d6fe6b5-68b6-4629-a412-ea89738e5025;
TORRIDEN - CELLMAZING MASQUE EN TISSU ÉCLAIRCISSANTÀ LA VITAMINE C;;;;;;;;;;Yes;4.90;;No;20.00;;;No;;;each.each;Yes;3;2;;;;;Torriden;Yes;Orange;https://images.sumup.com/img_0AAGWPJG4C9A0SD56TM6K1KWTH;;;;;;;Yes;;;;Yes;45;business;D8D1B7D6-1C4E-4C71-B9C7-D770540C6648;E311927C-95F5-4447-8B2D-B3AC2137C7E5;
TORRIDEN - CELLMAZING MASQUE GEL FERMETÉ AU COLLAGÈNE 5D;;;;;;;;;;Yes;11.20;;No;20.00;;;No;;;each.each;Yes;0;1;;;;;Torriden;Yes;Pink;https://images.sumup.com/img_14VVG835Q08W3A8QFXCWFE81NB;;;;;;;Yes;;;;Yes;45;business;A61D0F04-9C1D-435D-B32F-365AA39B780A;93296BFD-B117-43B0-8188-15301A95BE72;
TORRIDEN - CRÈME APAISANTE À L'ACIDE HYALURONIQUE 100ML;;;;;;;;;;Yes;23.50;;No;20.00;No;;No;;;each.each;Yes;-1;2;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_6AQCSAABKA8S8RHCVDP2S3HX89;;;;;;;Yes;;;;Yes;45;business;0EB16DCB-A405-43BC-A71B-842910A19AF3;84463879-5D1F-44D8-BB35-DF589C91435D;
TORRIDEN - CRÈME ÉQUILIBRANTE 80ML;;;;;;;;;;Yes;25.90;;No;20.00;No;;No;;;each.each;Yes;0;2;;;;;Torriden;Yes;Light green;https://images.sumup.com/img_3P1S8FZ5BN99X8FNS594WTF6XY;;;;;;;Yes;;;;Yes;45;business;0843541E-2947-4D24-A5A1-183B45307C4E;97FC48CB-1261-47A4-ABEF-FE4A97D6A88E;
TORRIDEN - DIVE IN - DISQUES TONIFIANTS ET APAISANTS À L'ACIDE HYALURONIQUE X 80;;;;;;;;;;Yes;28.90;;No;20.00;No;;No;;;each.each;Yes;9;2;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_3T8SYP92V28SS8CGY1FKHBYGYB;;;;;;;Yes;;;;Yes;45;business;476D70A0-C7C1-43F0-A1F8-3F88C494D939;04E5A0D5-15ED-498A-A372-914DEB93E52F;
TORRIDEN - DIVE IN - SÉRUM À L'ACIDE HYALURONIQUE 50ML;;;;;;;;;;Yes;22.90;;No;20.00;No;;No;;;each.each;Yes;-3;0;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_3XB68AKYX19G29F0EXB2HD7JE7;;;;;;;Yes;;;;Yes;45;business;C92A252D-1854-4F92-9FE6-B5DF28C27375;8E56DBBC-BAC2-478E-B76B-69AE6A8DB027;
TORRIDEN - Dive In Trial Kit ;;;;;;;;;;Yes;25.00;;No;20.00;;;No;;;each.each;Yes;3;0;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_27YEVX851C8M4S59BJHJ9E2CGH;;;;;;;Yes;;;;Yes;45;business;387A3E9F-FA73-402A-9897-24B281128375;255D1B64-3C25-4D7B-AF4D-00D90769F468;
TORRIDEN - MASQUE HYDRATANT INTENSE - ACIDE HYALURONIQUE;;;;;;;;;;Yes;6.90;;No;20.00;;;No;;;each.each;Yes;4;3;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_7RTMKDRYQB81MSVNW2JKZ724QV;;;;;;;No;;;11.0;No;45;business;41717E47-BF6F-44EC-8505-B3FBD2C53F26;F9C6983F-1254-48F5-BA88-D63B1480B152;
TORRIDEN - SÉRUM ÉQUILIBRANT À L'EXTRAIT DE CENTELLA ASIATICA 50ML;;;;;;;;;;Yes;24.90;;No;20.00;;;No;;;each.each;Yes;3;2;;;;;Torriden;Yes;Light green;https://images.sumup.com/img_7V5CE18VY98JJV6Z306HCJ2EV6;;;;;;;Yes;;;;Yes;45;business;2E56E04F-C967-4CDD-9AC4-A880B0F0F446;6EC2D654-8915-4AF8-8CF1-9A36CF7814F4;
TORRIDEN - TONIQUE À L'ACIDE HYALURONIQUE 300ML;;;;;;;;;;Yes;24.90;;No;20.00;No;;No;;;each.each;Yes;2;2;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_1RTZV8HVQS892RDXZNFYVY4XEY;;;;;;;Yes;;;;Yes;45;business;D17E2517-2EBA-47B4-A380-A74F4A2BEE21;07E383A8-5D36-4DDD-B4D1-DA8AA909CAC2;
